row_no,dataset_id,retry_reason,old_status,old_missing_core,new_status,new_missing_core,action,duration_seconds,error
998,O1928138402025213,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
999,O1928138402025214,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1000,O1928138402025215,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1001,O1928138402025216,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1002,O1928138402025217,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1003,O1928138392025597,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1004,O1928138392025598,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1005,O1928138392025599,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1006,O1928138392025600,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1007,O1928138392025601,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1008,O1928138392025602,first4000_missing_core:field_names,success,field_names,success,,upsert,6.9,
1009,O1928138392025603,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1010,O1928138392025604,first4000_missing_core:field_names,success,field_names,success,,upsert,6.91,
1011,O1928138392025605,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1012,O1928138392025587,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1013,O1928138392025588,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1014,O1928138392025589,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1015,O1928138392025590,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1016,O1928138392025591,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1017,O1928138392025592,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1018,O1928138392025593,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1019,O1928138392025594,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1020,O1928138392025595,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1021,O1928138392025596,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1022,O5485687402025009,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1023,O1928138392025583,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1024,O1928138402025190,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1025,O1928138402025191,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1026,O1928138402025192,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1027,O1928138402025193,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1028,O1928138402025194,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1029,O1928138402025195,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1030,O1928138402025196,first4000_missing_core:field_names,success,field_names,success,,upsert,6.9,
1031,O1928138402025197,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1032,O1928138402025198,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1033,O1928138402025199,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1034,O1928138402025200,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1035,O1928138402025201,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1036,O1928138402025202,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1037,O1928138402025203,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1038,O1928138402025204,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1039,O1928138402025205,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1040,O1928138402025206,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1041,O1928138392025577,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1042,O1928138392025579,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1043,O1928138392025578,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1044,O1928138392025580,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1045,O1928138392025581,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1046,O1928138392025582,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1047,O5485687492025002,"first4000_missing_core:record_count,field_names",success,"record_count,field_names",success,,upsert,6.88,
1048,O9780654702025018,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1049,O9780654702025019,first4000_missing_core:record_count,success,record_count,success,,upsert,6.48,
1050,O9780654702025020,first4000_missing_core:record_count,success,record_count,success,,upsert,6.42,
1051,O9780654702025021,first4000_missing_core:record_count,success,record_count,success,,upsert,6.39,
1052,O9780654702025022,first4000_missing_core:record_count,success,record_count,success,,upsert,6.38,
1053,O9780654702025023,first4000_missing_core:record_count,success,record_count,success,,upsert,6.38,
1054,O9780654702025024,first4000_missing_core:record_count,success,record_count,success,,upsert,6.38,
1055,O9780654702025025,first4000_missing_core:record_count,success,record_count,success,,upsert,6.37,
1056,O9780654702025026,first4000_missing_core:record_count,success,record_count,success,,upsert,6.37,
1057,O1928138422025276,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1058,O1928138392025576,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1059,O1928138392025574,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1060,O1928138392025575,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1061,O1928138392025573,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1062,O1928138402025187,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1063,O1928138402025189,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1064,O1928138392025568,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1065,O1928138392025569,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1066,O1928138392025570,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1067,O1928138392025571,first4000_missing_core:field_names,success,field_names,success,,upsert,6.88,
1068,O1928138392025572,first4000_missing_core:field_names,success,field_names,success,,upsert,6.83,
1069,O1928138392025564,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1070,O1928138392025565,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1071,O1928138392025566,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1072,O1928138392025567,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1073,O1928138392025560,first4000_missing_core:field_names,success,field_names,success,,upsert,6.83,
1074,O1928138392025561,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1075,O1928138392025562,first4000_missing_core:field_names,success,field_names,success,,upsert,6.83,
1076,O1928138392025563,first4000_missing_core:field_names,success,field_names,success,,upsert,6.83,
1077,O1928138402025177,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1078,O1928138402025178,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1079,O1928138402025179,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1080,O1928138402025180,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1081,O1928138402025181,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1082,O1928138402025182,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1083,O1928138402025183,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1084,O1928138402025184,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1085,O1928138402025185,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1086,O1928138402025186,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1087,O1928138402025188,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1088,O1928138392025555,first4000_missing_core:field_names,success,field_names,success,,upsert,6.83,
1089,O1928138392025556,first4000_missing_core:field_names,success,field_names,success,,upsert,6.84,
1090,O1928138392025554,first4000_missing_core:field_names,success,field_names,success,,upsert,6.83,
1091,O1928138392025528,first4000_missing_core:field_names,success,field_names,success,,upsert,6.9,
1092,O1928138392025529,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1093,O1928138392025530,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1094,O1928138392025531,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1095,O1928138392025532,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1096,O1928138392025533,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1097,O1928138392025534,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1098,O1928138392025535,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1099,O1928138392025497,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1100,O1928138392025536,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1101,O1928138392025537,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1102,O1928138392025538,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1103,O1928138392025539,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1104,O1928138392025540,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1105,O1928138392025541,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1106,O1928138392025542,first4000_missing_core:field_names,success,field_names,success,,upsert,6.85,
1107,O1928138392025543,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1108,O1928138392025544,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
1109,O1928138392025545,first4000_missing_core:field_names,success,field_names,success,,upsert,6.86,
1110,O1928138392025546,first4000_missing_core:field_names,success,field_names,success,,upsert,6.87,
