rule_dormant_rank,序号,数据集ID,数据资源名称,数据资源提供部门,数据领域,数据资源类型,开放属性,更新频率,detail_url,view_count_clean,download_count_clean,api_call_count_clean,ActualUse_main_percentile,PotentialUse_main_percentile,DormantScore_rule_v11,DormantScore_rule_rank_v11,topic_public_value_score,semantic_clarity_score,data_richness_score,machine_readability_score,timeliness_score,spatiotemporal_capability_score,combinability_score,format_count_clean,field_count_clean,field_description_count_clean,record_count_log_winsor_p99,data_size_log_winsor_p99,has_meaningful_time_scope,has_time_field_strict,has_geo_field_strict
56,70,O2813841502026127,徐汇区_门体状态探测传感器(nb版)_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026127&&companyFlag=0,6.0,0.0,0.0,0.0240155776720034,0.9731628053255058,0.9491472276535025,56.0,0.8416666666666667,0.9395833333333332,0.4511208170429665,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,4.969813299576001,11.566210274973464,0,1,1
57,421,O2813841502026077,徐汇区漕河泾街道_输入输出模块_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026077&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9614215326554146,0.9490892089860076,57.0,0.8416666666666667,0.9083333333333332,0.4636823984172284,1.0,0.5029669811320755,0.675,0.8016565802039852,5.0,13.0,13.0,5.420534999272286,11.994073019382636,0,1,1
58,1393,O2813841502025065,徐汇区娱乐业单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025065&&companyFlag=0,10.0,0.0,0.0,0.0424058848983124,0.9908795471223398,0.9484736622240274,58.0,0.8500000000000001,0.8125,0.6431205160398515,1.0,0.4663993710691824,0.975,0.7752000098904401,5.0,27.0,27.0,7.630946580890459,15.249238210737348,1,1,1
59,1404,O2813841502025057,徐汇区专用设备制造业单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025057&&companyFlag=0,10.0,0.0,0.0,0.0424058848983124,0.9907747143306426,0.9483688294323301,59.0,0.8500000000000001,0.8541666666666666,0.577953299238435,1.0,0.4652987421383648,0.975,0.7903759132721292,5.0,27.0,27.0,5.5093883366279774,12.721434962921911,1,1,1
60,459,O2813841502026055,徐汇区枫林街道_输入模块_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026055&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9557605619037636,0.9481880824576364,60.0,0.8416666666666667,0.8770833333333333,0.4811369938750782,1.0,0.5019764150943397,0.675,0.8016565802039852,5.0,13.0,13.0,6.023447592961033,12.621834559115706,0,1,1
61,1402,O2813841502025059,徐汇区农副食品加工业单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025059&&companyFlag=0,10.0,0.0,0.0,0.0424058848983124,0.9905650487472482,0.9481591638489357,61.0,0.8500000000000001,0.8541666666666666,0.5705326529472472,1.0,0.4652987421383648,0.975,0.7992532476649847,5.0,27.0,27.0,5.262690188904886,12.440864095913946,1,1,1
62,223,O2813841502026100,徐汇区_车辆地磁探测传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026100&&companyFlag=0,4.0,0.0,0.0,0.0163349199480744,0.9644616836146348,0.9481267636665605,62.0,0.8416666666666667,0.8875,0.472168171998213,1.0,0.5376367924528302,0.675,0.795864718816109,5.0,11.0,11.0,6.590301048196686,13.02504378007218,0,1,1
63,424,O2813841502026074,徐汇区天平街道_火灾探测器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026074&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9556557291120662,0.948083249665939,63.0,0.8416666666666667,0.8875,0.4657548901090783,1.0,0.5029669811320755,0.675,0.8016565802039852,5.0,13.0,13.0,5.493061443340548,12.06727598711851,0,1,1
64,474,O2813841502026044,徐汇区康健街道_感烟探测器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026044&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9600587063633504,0.9477263826939434,64.0,0.8416666666666667,0.8875,0.4889832973109728,1.0,0.4990047169811322,0.675,0.8016565802039852,5.0,13.0,13.0,6.300785794663244,12.895053659658194,0,1,1
65,110,O2813841502026167,徐汇区_结构监测多元传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026167&&companyFlag=0,1.0,0.0,0.0,0.0022717438338381,0.9496802599853236,0.9474085161514855,65.0,0.8416666666666667,0.8875,0.3795594758201296,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,2.4849066497880004,9.011035410141815,0,1,1
66,96,O2813841502026153,徐汇区_倾斜监测传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026153&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9549218995701856,0.9473494201240584,66.0,0.8416666666666667,0.8666666666666666,0.4339249663811885,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,4.3694478524670215,10.956840934798622,0,1,1
67,94,O2813841502026151,徐汇区_蓝牙嗅探传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026151&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9548170667784884,0.9472445873323613,67.0,0.8416666666666667,0.8666666666666666,0.4326253955668519,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,4.343805421853684,10.882734304052615,0,1,1
68,434,O2813841502026064,徐汇区天平街道_门禁设备_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026064&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9547122339867912,0.947139754540664,68.0,0.8416666666666667,0.8770833333333333,0.4733332422044787,1.0,0.5019764150943397,0.675,0.8016565802039852,5.0,13.0,13.0,5.765191102784844,12.325103790862418,0,1,1
69,1365,O2813841502025091,徐汇区土地管理业单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025091&&companyFlag=0,9.0,0.0,0.0,0.037321505841627,0.9843799140371108,0.9470584081954838,69.0,0.8500000000000001,0.8333333333333334,0.5626604004708493,1.0,0.4157971698113207,0.975,0.7992532476649847,5.0,27.0,27.0,4.983606621708336,12.167918962897296,1,1,1
70,104,O2813841502026161,徐汇区_噪音检测传感器_物联设备信息,上海市徐汇区人民政府,民生服务,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026161&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9541880700283047,0.9466155905821776,70.0,0.8791666666666665,0.8666666666666666,0.4056417759851305,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,3.4011973816621555,9.92725290608639,0,1,1
71,1382,O2813841502025076,徐汇区租赁业单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025076&&companyFlag=0,9.0,0.0,0.0,0.037321505841627,0.9834364189118356,0.9461149130702087,71.0,0.8500000000000001,0.8125,0.5728716565416158,1.0,0.4157971698113207,0.975,0.7903759132721292,5.0,27.0,27.0,5.272999558563747,12.625207232485971,1,1,1
72,420,O2813841502026078,徐汇区天平街道_输入输出模块_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026078&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9582765489044972,0.9459442252350901,72.0,0.8416666666666667,0.8979166666666666,0.4612056034774121,1.0,0.5029669811320755,0.675,0.8016565802039852,5.0,13.0,13.0,5.332718793265369,11.90821228291114,0,1,1
73,95,O2813841502026152,徐汇区_消防控制柜传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026152&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9580668833211028,0.9457345596516957,73.0,0.8416666666666667,0.8770833333333333,0.4334964209972292,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,4.343805421853684,10.956840934798622,0,1,1
74,214,O2813841502026109,徐汇区_倾角震动传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026109&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9575427193626166,0.9452103956932095,74.0,0.8416666666666667,0.8666666666666666,0.4581377215802916,1.0,0.5376367924528302,0.675,0.795864718816109,5.0,11.0,11.0,6.068425588244111,12.57338233951916,0,1,1
75,432,O2813841502026066,徐汇区天平街道_感温探测器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026066&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9574378865709194,0.9451055629015124,75.0,0.8416666666666667,0.8875,0.4726395770962565,1.0,0.5019764150943397,0.675,0.8016565802039852,5.0,13.0,13.0,5.733341276897746,12.311373659417804,0,1,1
76,478,O2813841502026040,徐汇区枫林街道_模块_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026040&&companyFlag=0,4.0,0.0,0.0,0.0163349199480744,0.9613166998637174,0.944981779915643,76.0,0.8416666666666667,0.85625,0.5355870778289809,1.0,0.4990047169811322,0.675,0.8016565802039852,5.0,13.0,13.0,7.9211727215870145,14.556091268595896,0,1,1
77,103,O2813841502026160,徐汇区_防火门监控器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026160&&companyFlag=0,1.0,0.0,0.0,0.0022717438338381,0.9471642729845896,0.9448925291507515,77.0,0.8416666666666667,0.85625,0.4067619689194918,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,3.4011973816621555,10.022558647177142,0,1,1
78,1373,O2813841502025085,徐汇区专业技术服务业单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025085&&companyFlag=0,11.0,0.0,0.0,0.047382085677196,0.9918230422476152,0.9444409565704192,78.0,0.8500000000000001,0.8541666666666666,0.6665825399737138,1.0,0.4157971698113207,0.975,0.7752000098904401,5.0,27.0,27.0,8.547334348328224,15.942385272088025,1,1,1
79,81,O2813841502026138,徐汇区_垃圾满溢探测传感器_物联设备信息,上海市徐汇区人民政府,民生服务,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026138&&companyFlag=0,5.0,0.0,0.0,0.0205538727823453,0.9647761819897264,0.944222309207381,79.0,0.8791666666666665,0.8875,0.4376672396531406,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,4.5217885770490405,11.058621941528564,0,1,1
80,115,O2813841502026172,徐汇区_电弧灭弧探测传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026172&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9508334206939932,0.9432609412478661,80.0,0.8416666666666667,0.8875,0.3835199209898362,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,2.6390573296152584,9.128804883993665,0,1,1
81,107,O2813841502026164,徐汇区_空调控制器_物联设备信息,上海市徐汇区人民政府,民生服务,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026164&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.950728587902296,0.9431561084561688,81.0,0.8791666666666665,0.8458333333333333,0.4148169145299449,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,3.713572066704308,10.263711192398604,0,1,1
82,457,O2813841502026057,徐汇区斜土街道_输入模块_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026057&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9553412307369744,0.9430089070675673,82.0,0.8416666666666667,0.8770833333333333,0.4791425589031384,1.0,0.5019764150943397,0.675,0.8016565802039852,5.0,13.0,13.0,5.958424693029782,12.544603476077889,0,1,1
83,212,O2813841502026111,徐汇区_消防主管网压力_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026111&&companyFlag=0,5.0,0.0,0.0,0.0205538727823453,0.9635181884893594,0.9429643157070141,83.0,0.8416666666666667,0.8666666666666666,0.4885978709280497,1.0,0.5376367924528302,0.675,0.8042488305194024,5.0,14.0,14.0,5.921578419643816,12.518724121530466,0,1,1
84,422,O2813841502026076,徐汇区长桥街道_消火栓按钮传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026076&&companyFlag=0,5.0,0.0,0.0,0.0205538727823453,0.9629940245308732,0.9424401517485279,84.0,0.8416666666666667,0.91875,0.4639772612316339,1.0,0.5029669811320755,0.675,0.8016565802039852,5.0,13.0,13.0,5.424950017481403,12.01288223617111,0,1,1
85,454,O2813841502026060,徐汇区漕河泾街道_输入模块_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026060&&companyFlag=0,4.0,0.0,0.0,0.0163349199480744,0.9586958800712864,0.9423609601232119,85.0,0.8416666666666667,0.8875,0.4775937380508073,1.0,0.5019764150943397,0.675,0.8016565802039852,5.0,13.0,13.0,5.910796644040527,12.48055169034154,0,1,1
86,490,O2813841502026028,徐汇区斜土街道_门禁设备_物联设备信息,上海市徐汇区人民政府,城市建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026028&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9546074011950938,0.9422750775256867,86.0,0.8041666666666666,0.8770833333333333,0.4985254055644957,1.0,0.4990047169811322,0.675,0.8016565802039852,5.0,13.0,13.0,6.651571873589727,13.20811713058321,0,1,1
87,1362,O2813841502025094,徐汇区房屋建筑业单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025094&&companyFlag=0,10.0,0.0,0.0,0.0424058848983124,0.9845895796205052,0.9421836947221928,87.0,0.8500000000000001,0.8333333333333334,0.579083339940939,1.0,0.4157971698113207,0.975,0.7752000098904401,5.0,27.0,27.0,5.5093883366279774,12.81757854971954,1,1,1
88,479,O2813841502026039,徐汇区虹梅街道_输入模块_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026039&&companyFlag=0,4.0,0.0,0.0,0.0163349199480744,0.9583813816961946,0.9420464617481201,88.0,0.8416666666666667,0.8770833333333333,0.4936663659559512,1.0,0.4990047169811322,0.675,0.8016565802039852,5.0,13.0,13.0,6.467698726104354,13.056157333389624,0,1,1
89,418,O2813841502026080,徐汇区天平街道_消火栓按钮传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026080&&companyFlag=0,5.0,0.0,0.0,0.0205538727823453,0.9623650277806898,0.9418111549983444,89.0,0.8416666666666667,0.91875,0.4591953608887453,1.0,0.5029669811320755,0.675,0.8016565802039852,5.0,13.0,13.0,5.262690188904886,11.836753817808017,0,1,1
90,105,O2813841502026162,徐汇区_火焰探测器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026162&&companyFlag=0,1.0,0.0,0.0,0.0022717438338381,0.9440192892336724,0.9417475453998343,90.0,0.8416666666666667,0.8458333333333333,0.4067632076413737,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,3.4339872044851463,9.976040745217835,0,1,1
91,1372,O2813841502025086,徐汇区互联网和相关服务单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025086&&companyFlag=0,11.0,0.0,0.0,0.047382085677196,0.9888877240800924,0.9415056384028964,91.0,0.8500000000000001,0.8645833333333334,0.6020418091025832,1.0,0.4157971698113207,0.975,0.7752000098904401,5.0,27.0,27.0,6.240275845170769,13.73164296138714,1,1,1
92,93,O2813841502026150,徐汇区_喷淋泵反馈_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026150&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9488415976517456,0.9412691182056184,92.0,0.8416666666666667,0.8458333333333333,0.4298496578950121,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,4.219507705176107,10.82331203335842,0,1,1
93,102,O2813841502026159,徐汇区_电表监控传感器_物联设备信息,上海市徐汇区人民政府,民生服务,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026159&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.953454240486424,0.941121916817017,93.0,0.8791666666666665,0.8666666666666666,0.4032504329304993,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,3.332204510175204,9.821897815496174,0,1,1
94,423,O2813841502026075,徐汇区虹梅街道_门禁设备_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026075&&companyFlag=0,3.0,0.0,0.0,0.0123323236694071,0.9531397421113325,0.9408074184419254,94.0,0.8416666666666667,0.8770833333333333,0.4648428409860516,1.0,0.5029669811320755,0.675,0.8016565802039852,5.0,13.0,13.0,5.468060141135132,12.02522799756925,0,1,1
95,228,O2813841502026095,徐汇区_智能面板灯_物联设备信息,上海市徐汇区人民政府,城市建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026095&&companyFlag=0,4.0,0.0,0.0,0.0163349199480744,0.9570185554041304,0.9406836354560559,95.0,0.8041666666666666,0.8458333333333333,0.5021458238496286,1.0,0.5376367924528302,0.675,0.8016565802039852,5.0,13.0,13.0,6.83087423464618,13.261194451873754,0,1,1
96,101,O2813841502026158,徐汇区_消防泵反馈_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026158&&companyFlag=0,1.0,0.0,0.0,0.0022717438338381,0.9428661285250026,0.9405943846911645,96.0,0.8416666666666667,0.8458333333333333,0.4000024281149085,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,3.1780538303479458,9.76474259285872,0,1,1
97,100,O2813841502026157,徐汇区_红外火灾探测器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026157&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9481077681098647,0.9405352886637376,97.0,0.8416666666666667,0.8666666666666666,0.3985786367124064,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,3.1354942159291497,9.704121561132917,0,1,1
98,224,O2813841502026099,徐汇区_卷帘半降_物联设备信息,上海市徐汇区人民政府,城市建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026099&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9477932697347732,0.940220790288646,98.0,0.8041666666666666,0.8354166666666666,0.4732188680466666,1.0,0.5376367924528302,0.675,0.795864718816109,5.0,11.0,11.0,6.616065185132817,13.07780315440642,0,1,1
99,108,O2813841502026166,徐汇区_消防补风机传感器_物联设备信息,上海市徐汇区人民政府,公共安全,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026166&&companyFlag=0,2.0,0.0,0.0,0.0075724794461272,0.9470594401928925,0.9394869607467653,99.0,0.8416666666666667,0.8770833333333333,0.3795594758201296,1.0,0.5445707547169811,0.675,0.8016565802039852,5.0,13.0,13.0,2.4849066497880004,9.011035410141815,0,1,1
100,1384,O2813841502025074,徐汇区研究和试验发展单位,上海市徐汇区人民政府,经济建设,数据产品,有条件开放,每年,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502025074&&companyFlag=0,11.0,0.0,0.0,0.047382085677196,0.9867910682461474,0.9394089825689513,100.0,0.8500000000000001,0.8541666666666666,0.5833754794329467,1.0,0.4157971698113207,0.975,0.7752000098904401,5.0,27.0,27.0,5.598421958998375,13.056157333389624,1,1,1
